Nome,Universidade,Campus,Cidade,Email,Site,Eixo,Temática,Ano de criação,Instagram,Facebook,Twitter,YouTube,Estado,Site na instituição,Wikipedia_title,Wikipedia_URL,Universidade_Wikidata_id
PET Ciências Natuais,Fundação Universidade Federal do Tocantins,Campus Araguaína,Araguaína,petcnat@gmail.com,petcnat.blogspot.com/,Interdisciplinar,,2010,https://instagram.com/petcnat,,,, TO,,Tocantins,https://en.wikipedia.org/wiki/Tocantins,
PET Engenharia Elétrica,Universidade Federal de Campina Grande,Campus Campina Grande,Campina_Grande,pet@ee.ufcg.edu.br,sites.google.com/ee.ufcg.edu.br/peteletrica,Engenharias,,2012,https://instagram.com/peteletricaufcg,,,, PB,,Federal University of Campina Grande,https://en.wikipedia.org/wiki/Federal_University_of_Campina_Grande,Q3848464
PET Conexões Acesso e Sucesso no Ensino Superior,Universidade Federal do Rio de Janeiro,Campus Duque de Caxias,Duque_de_Caxias,petacessofeufrj@gmail.com,,Ciências Humanas,Acesso de estudantes de origem popular e permanência ao ensino superior,2017,https://instagram.com/pet.acessoufrj,https://www.facebook.com/petacessoufrj/,,, RJ,,Federal University of Rio de Janeiro,https://en.wikipedia.org/wiki/Federal_University_of_Rio_de_Janeiro,Q586904
PET Odontologia,Universidade Federal de Alfenas,Campus Alfenas,Alfenas,pet.odontologia@unifal-mg.edu.br,,Ciências da Saúde,,1991,https://instagram.com/petodontounifal,https://www.facebook.com/petodontounifalmg,,https://www.youtube.com/channel/UC0Fd4jrk--HCNYEpYuH5eAg, MG,www.unifal-mg.edu.br/odonto/petodontologia,Federal University of Alfenas,https://en.wikipedia.org/wiki/Federal_University_of_Alfenas,Q10387825
PET AutoNet,"Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso",Campus Cuiabá,Cel._Octayde_Jorge_da_Silva,autonet@gmail.com,petautonet.com/,Engenharias,Robótica,2010,https://instagram.com/petautonet,https://www.facebook.com/petautonet/,,, MT,,Federal Institute of Mato Grosso,https://en.wikipedia.org/wiki/Federal_Institute_of_Mato_Grosso,Q10302485
PET Pedagogia,Universidade Federal de Campina Grande,Campus Campina Grande,Campina_Grande,ufcgpetpedagogiapet@gmail.com,pedagogiaufcg.blogspot.com/,Interdisciplinar,"Ensino, Pesquisa e Extensão",2006,https://instagram.com/petpedagogia,https://www.facebook.com/PET-Pedagogia-UFCG-1638600306368983,,https://www.youtube.com/channel/UCQ1SzURWSd8XS9AfNDOEZRw, PB,,Federal University of Campina Grande,https://en.wikipedia.org/wiki/Federal_University_of_Campina_Grande,Q3848464
PET Cinema,Universidade Federal do Recôncavo da Bahia,Campus Cachoeira,Cachoeira,petcinema@ufrb.edu.br,www.petcinemaufrb.com.br,"Linguística, Letras e Arte",Cinema e Educação,2010,https://instagram.com/petcinema,,,, BA,www2.ufrb.edu.br/cinema/pet-cinema,Federal University of Recôncavo da Bahia,https://en.wikipedia.org/wiki/Federal_University_of_Rec%C3%B4ncavo_da_Bahia,Q6614109
PET Nutrição,Universidade Federal de Santa Catarina,Campus Florianópolis,Florianópolis,petntr@gmail.com,www.petnutriufsc.com/,Ciências da Saúde,,1992,https://instagram.com/petnutriufsc,,,, SC,ntr.ufsc.br/pet-nutricao/,Federal University of Santa Catarina,https://en.wikipedia.org/wiki/Federal_University_of_Santa_Catarina,Q1851075
PET Administração,Universidade Federal Rural de Pernambuco,Campus Dois Irmãos,Recife,petadmufrpe1@gmail.com,,Ciências Sociais Aplicadas,,2010,https://instagram.com/petadmufrpe,https://www.facebook.com/PETADMINISTRACAOUFRPE/?show_switched_toast=0&show_switched_tooltip=0&show_podcast_settings=0,,, PE,,Federal Rural University of Pernambuco,https://en.wikipedia.org/wiki/Federal_Rural_University_of_Pernambuco,Q7894368
PET Indígena,Universidade Federal do Amapá,Campus Binacional de Oiapoque,Oiapoque,petindigena.clii@gmail.com,,Interdisciplinar,,2010,https://instagram.com/petindigena.clii,https://www.facebook.com/petindigenaunifap,,, AP,,Federal University of Amapá,https://en.wikipedia.org/wiki/Federal_University_of_Amap%C3%A1,Q7894381
PET Engenharia Elétrica,Universidade Federal da Bahia,Campus Ondina,Salvador,peteletrica@ufba.br,www.peteletrica.eng.ufba.br/2017/,Engenharias,,2009,https://instagram.com/peteletricaufba,,,https://www.youtube.com/user/PETeletricaUFBA, BA,,Federal University of Bahia,https://en.wikipedia.org/wiki/Federal_University_of_Bahia,Q159102
PET Química,Universidade Estadual Paulista Júlio de Mesquita Filho,Campus Araraquara,Araraquara,petquimicaunesp@gmail.com,petquimicaunesp.wixsite.com/petquim,Ciências Exatas e da Terra,,1996,https://instagram.com/petquimicaunesp,https://facebook.com/petquimicaunesp,https://twitter.com/PETquimicaaqa,https://m.youtube.com/channel/UC5TZuD4zHkCoO39n_Z_frHA/featured, SP,,São Paulo State University,https://en.wikipedia.org/wiki/S%C3%A3o_Paulo_State_University,Q1817137
PET Engenharia Química,Universidade Federal de Campina Grande,Campus Campina Grande,Campina_Grande,pet.eq@eq.ufcg.edu.br,,Engenharias,,2010,https://instagram.com/petequfcg,https://www.facebook.com/petequfcg,https://twitter.com/petequfcg,, PB,,Federal University of Campina Grande,https://en.wikipedia.org/wiki/Federal_University_of_Campina_Grande,Q3848464
PET Economia,Universidade Federal de Campina Grande,Campus Campina Grande,Campina_Grande,peteconomiaufcg@gmail.com,www.peteconomia.ufcg.edu.br,Ciências Sociais Aplicadas,,1988,https://instagram.com/peteconufcg,,,https://youtube.com/channel/UCYs7ZTXBCwrZKdZJ7_Np02g, PB,,Federal University of Campina Grande,https://en.wikipedia.org/wiki/Federal_University_of_Campina_Grande,Q3848464
PET Música,Universidade Federal do Cariri,Campus Juazeiro do Norte,Juazeiro_do_Norte,petmusica.iisca@ufca.edu.br,petmusica.ufca.edu.br/,"Linguística, Letras e Arte","Ensino, pesquisa e extensão no campo musical.",2012,https://instagram.com/petmusufca,,,https://www.youtube.com/channel/UC7FmY4HSU5rOwnY1WqV3jGQ, CE,,Federal University of Cariri,https://en.wikipedia.org/wiki/Federal_University_of_Cariri,Q10387824
PET Engenharia Agrícola,Universidade Federal de Lavras,Campus Lavras,Lavras,pet.agricola@ufla.br,,Ciências Agrárias,,1995,https://instagram.com/petagricolaufla,https://www.facebook.com/PetAgricolaUfla,,https://www.youtube.com/channel/UCiFz8MPADcVqK6eAwGdsr2g, MG,dea.ufla.br/extensao/pet,Federal University of Lavras,https://en.wikipedia.org/wiki/Federal_University_of_Lavras,Q10387826
PET Medicina Veterinária,Universidade Estadual Paulista Júlio de Mesquita Filho,Campus Jaboticabal,Jaboticabal,petvet.fcav@gmail.com,,Ciências Agrárias,,1982,https://instagram.com/petvetfcav,https://facebook.com/petvet.fcav,,, SP,www.fcav.unesp.br/#!/petvet,São Paulo State University,https://en.wikipedia.org/wiki/S%C3%A3o_Paulo_State_University,Q1817137
PET Física,Universidade Federal da Paraíba,Campus João Pessoa,João_Pessoa,petfisica@fisica.ufpb.br,petfisicaufpb.wixsite.com/petfisicaufpb,Ciências Exatas e da Terra,,2009,https://instagram.com/petfisicaufpb,,,, PB,www.ccen.ufpb.br/PET-Fisica,Federal University of Paraíba,https://en.wikipedia.org/wiki/Federal_University_of_Para%C3%ADba,Q5440479
PET Indígena,Universidade Federal da Paraíba,Campus Litoral Norte,Litoral_Norte,petindigena.ufpb@gmail.com,petindigena.ccae.ufpb.br/,Interdisciplinar,O acesso e a permanência do universitário indígena na academia,2010,https://instagram.com/petindigenapotiguara,,,https://www.youtube.com/watch?v=zLvACchZwwI&t=283s, PB,,Federal University of Paraíba,https://en.wikipedia.org/wiki/Federal_University_of_Para%C3%ADba,Q5440479
PET Protagonismo Juvenil em Periferias Urbanas,Universidade Federal da Paraíba,Campus João Pessoa,João_Pessoa,protagonismojuvenilpet@gmail.com,,Ciências Humanas,Educação,2010,https://instagram.com/pet.protagonismojuvenil,,,, PB,,Federal University of Paraíba,https://en.wikipedia.org/wiki/Federal_University_of_Para%C3%ADba,Q5440479
PET Engenharia Agrícola,Fundação Universidade Federal da Grande Dourados,Campus Unidade II,Dourados,petengagricola@ufgd.edu.br,,Ciências Agrárias,,2010,https://instagram.com/pet_engenharia_agricola_ufgd,https://facebook.com/petagricolaufgd/,,https://www.youtube.com/channel/UCKXBgfbzrjNanAOptYt6OMQ, MS,,Federal University of Rio de Janeiro,https://en.wikipedia.org/wiki/Federal_University_of_Rio_de_Janeiro,
PET Engenharia Têxtil,Universidade Estadual de Maringá,Campus Goioerê,Goioerê,pettextil@gmail.com,,Engenharias,,2012,https://instagram.com/pet.engtextil,https://www.facebook.com/PETtextil/,,, PR,,State University of Maringá,https://en.wikipedia.org/wiki/State_University_of_Maring%C3%A1,Q7894365
PET Engenharia de Alimentos,Universidade Federal de Goiás,Campus Samambaia,Goiânia,petengali@gmail.com,,Ciências Agrárias,,2006,https://instagram.com/petengali_ufg,https://www.facebook.com/PETengAliUFG/,,https://www.youtube.com/channel/UC0qsNtWhO7du11DUufKy_YQ, GO,pet.agro.ufg.br/,Federal University of Goiás,https://en.wikipedia.org/wiki/Federal_University_of_Goi%C3%A1s,Q7894375
PET Biblioteconomia e Ciência da Informação,Universidade Federal de São Carlos,Campus São Carlos,São_Carlos,petbci@ufscar.br,www.petbci.ufscar.br/,Ciências Sociais Aplicadas,,2010,https://instagram.com/petbci,https://www.facebook.com/petbci,https://twitter.com/petbciufscar,https://www.youtube.com/petbciufscar, SP,,Federal University of São Carlos,https://en.wikipedia.org/wiki/Federal_University_of_S%C3%A3o_Carlos,Q5440482
PET Biologia,Universidade Federal Rural de Pernambuco,Campus Serra Talhada,Serra_Talhada,petbiologia.uast@ufrpe.br,petbiologicasuast.wixsite.com/petbiologiauast,Ciências Biológicas,Potencialidades do Semiárido,2010,https://instagram.com/petbiouast,,,https://www.youtube.com/channel/UCDJvPO1Xh4bsGTaN4XURppA, PE,www.preg.ufrpe.br/br/grupos-pet,Federal Rural University of Pernambuco,https://en.wikipedia.org/wiki/Federal_Rural_University_of_Pernambuco,Q7894368
PET Elétrica,Universidade Federal de Juiz de Fora,Campus Juiz de Fora,Juiz_de_Fora,pet.eletrica@engenharia.ufjf.br,peteletrica.com/,Engenharias,,1991,https://instagram.com/%20peteletricaufjf,https://www.facebook.com/peteletricaufjf,https://twitter.com/peteletricaufjf,https://www.youtube.com/user/peteleticaufjf, MG,www.ufjf.br/peteletrica/,Federal University of Juiz de Fora,https://en.wikipedia.org/wiki/Federal_University_of_Juiz_de_Fora,Q7894373
PET Engenharia de Alimentos,Universidade Federal de Lavras,Campus Lavras,Lavras,petalimentos.dca@ufla.br,,Ciências Agrárias,"Dedicação em aprender sobre as áreas de Engenharia, Ciência e Tecnologia de Alimentos. Assim como, inovar as práticas e técnicas pedagógicas utilizadas no curso o de graduação, contribuindo para a redução da taxa de evasão e retenção e para a formação de profissionais de alto nível técnico, com conceitos fundamentais da ciência, habilidades e competências necessárias ao exercício profissional, mas também com visão de mundo e comprometimento social, ético e cidadão.",2013,https://instagram.com/petalimentosufla,,,https://www.youtube.com/user/petalimentosufla/featured, MG,www.dca.ufla.br/petalimentos/,Federal University of Lavras,https://en.wikipedia.org/wiki/Federal_University_of_Lavras,Q10387826
PET Engenharia Química,Universidade Federal do Rio Grande do Norte,Campus Central,Natal,eqpeteq@gmail.com,,Engenharias,,1996,https://instagram.com/petequfrn,https://cenapet.org/grupos/156/facebook.com/petequfrn,,https://www.youtube.com/channel/UC_KwXLBja8lDctfsAxbniFQ, RN,,Federal University of Rio Grande do Norte,https://en.wikipedia.org/wiki/Federal_University_of_Rio_Grande_do_Norte,Q3847505
PET Medicina Veterinária,Universidade Federal de Uberlândia,Campus Umuarama,Uberlândia,petmedvetufu@gmail.com,www.pet.famev.ufu.br/,Ciências Agrárias,,2006,https://instagram.com/petmedvet.ufu,https://www.facebook.com/petmedvetufu,,https://www.youtube.com/channel/UCVk0mkSvqwiYdv8ha5NfuZg, MG,,Federal University of Uberlândia,https://en.wikipedia.org/wiki/Federal_University_of_Uberl%C3%A2ndia,Q5440489
PET Medicina UFTM,Universidade Federal do Triângulo Mineiro,Campus Uberaba,Uberaba,petmedicinauftm@gmail.com,petmeduftm.wixsite.com/medicina,Ciências da Saúde,,1988,https://instagram.com/petmeduftm,https://www.facebook.com/PET-Medicina-UFTM-361684677236765/,,https://www.youtube.com/channel/UCPFxKJzRLHcsvJTA9DOZP6A, MG,,Federal University of Triângulo Mineiro,https://en.wikipedia.org/wiki/Federal_University_of_Tri%C3%A2ngulo_Mineiro,Q10387837
PET Administração,Universidade Federal do Ceará,Campus Benfica,Fortaleza,petadmufc@ufc.br,www.petadm.ufc.br/,Ciências Sociais Aplicadas,,2011,https://instagram.com/petadmufc,,,https://www.youtube.com/channel/UC-ffd_f3Lis4_4NSBk_gR5Q, CE,,Federal University of Ceará,https://en.wikipedia.org/wiki/Federal_University_of_Cear%C3%A1,Q2749558
PET Psicologia Geografia/Ciências Sociais,Fundação Universidade Federal da Grande Dourados,Campus Unidade II,Dourados,petpsicologiaufgd@gmail.com,www.petpsicologiaufgd.com/,Ciências Humanas,,2010,https://instagram.com/petpsicologiaufgd,https://www.facebook.com/PETPSICOLOGIAUFGD,,https://www.youtube.com/channel/UC7B2XXyGs-f9OueofSknCjg, MS,,Federal University of Rio de Janeiro,https://en.wikipedia.org/wiki/Federal_University_of_Rio_de_Janeiro,
PET Administração,Universidade Federal de Viçosa,Campus Viçosa,Viçosa,gestao.petadmufv@gmail.com,www.petadm.ufv.br/,Ciências Sociais Aplicadas,,1988,https://instagram.com/pet.adm,https://www.facebook.com/pet.adm/,,, MG,arquivo.ufv.br/dad/petadm/index_arquivos/pet_administra%C3%A7%C3%A3o.htm,Federal University of Viçosa,https://en.wikipedia.org/wiki/Federal_University_of_Vi%C3%A7osa,Q5814528
PET Ciência,Universidade Federal de Alfenas,Campus Poços de Caldas,Poços_de_Caldas,petciencia@unifal-mg.edu.br,petciencia.blogspot.com/,Interdisciplinar,Divulgação Científica,2010,https://instagram.com/petciencia,https://www.facebook.com/unifal.petciencia,,https://www.youtube.com/c/PetCi%C3%AAncia/featured, MG,www.unifal-mg.edu.br/pocosdecaldas/pet/,Federal University of Alfenas,https://en.wikipedia.org/wiki/Federal_University_of_Alfenas,Q10387825
PET Geografia,Universidade Federal Rural do Rio de Janeiro,Campus Nova Iguaçu,Nova_Iguaçu,petgeoufrrjim@gmail.com,geo-pet.blogspot.com/,Ciências Humanas,Cultura e Cidadania: diálogo de saberes no ensino de geografia,2010,https://instagram.com/petgeoufrrj_im,https://www.facebook.com/pet.geo.im.ufrrj/,,https://www.youtube.com/user/LeoViannaPensador/featured, RJ,r1.ufrrj.br/grupospetrural/pet-geografia/,Federal Rural University of Rio de Janeiro,https://en.wikipedia.org/wiki/Federal_Rural_University_of_Rio_de_Janeiro,Q7834196
PET Letras,Universidade Federal de Uberlândia,Campus Santa Mônica,Uberlândia,petletufu@gmail.com,www.petletrasufu.weebly.com,"Linguística, Letras e Arte",,1994,https://instagram.com/petletrasufu,https://facebook.com/petletrasufu,,https://www.youtube.com/user/PETLetrasUFU, MG,www.ileel.ufu.br/petletras,Federal University of Uberlândia,https://en.wikipedia.org/wiki/Federal_University_of_Uberl%C3%A2ndia,Q5440489
PET Mais Saúde,Universidade Federal de Uberlândia,Campus Pontal,Ituiutaba,petmsaude@gmail.com,petmsaude.wixsite.com/petmsaude,Interdisciplinar,Conexões do Saberes: Populações do Campo,2010,https://instagram.com/petmaissaude,https://www.facebook.com/petmais.saude,,https://www.youtube.com/channel/UCeA7K1YB6y2rZv1WL8D_pfw, MG,www.icenp.ufu.br/unidades/pet/pet-mais-saude,Federal University of Uberlândia,https://en.wikipedia.org/wiki/Federal_University_of_Uberl%C3%A2ndia,Q5440489
PET Engenharia Civil,Universidade Federal do Pará,Campus Belém,Belém,petcivil.ufpa@gmail.com,petcivilufpa.wixsite.com/petcivil,Engenharias,,1991,https://instagram.com/petcivilufpa,https://www.facebook.com/petengenhariacivil.ufpa/,,, PA,pet.ufpa.br/,Federal University of Pará,https://en.wikipedia.org/wiki/Federal_University_of_Par%C3%A1,Q4558480
PET Farmácia,Universidade Federal da Paraíba,Campus João Pessoa,João_Pessoa,pet-farmacia@ccs.ufpb.br,,Ciências da Saúde,,1992,https://instagram.com/petfarmaciaufpb,https://www.facebook.com/petfarmacia.ufpb,,https://www.youtube.com/c/PETFarm%C3%A1ciaUFPB, PB,plone.ufpb.br/petfarmacia,Federal University of Paraíba,https://en.wikipedia.org/wiki/Federal_University_of_Para%C3%ADba,Q5440479
PET Odontologia,Universidade Federal do Ceará,Campus Porangabussu,Fortaleza,petodontologiaufce@gmail.com,www.petodontologia.ufc.br/,Ciências da Saúde,,1988,https://instagram.com/petodontologia,,,https://www.youtube.com/channel/UC2afk0mQ8mUefqDPSI-Rqkw, CE,,Federal University of Ceará,https://en.wikipedia.org/wiki/Federal_University_of_Cear%C3%A1,Q2749558
PET Produção,Universidade Federal de São Carlos,Campus São Carlos,São_Carlos,pet@dep.ufscar.br,www.pet.dep.ufscar.br/,Engenharias,,1991,https://instagram.com/petproducao,https://www.facebook.com/petproducao/,,https://www.youtube.com/user/petproducaoufscar, SP,,Federal University of São Carlos,https://en.wikipedia.org/wiki/Federal_University_of_S%C3%A3o_Carlos,Q5440482
PET Conexões Cultura,Universidade Federal do Espírito Santo,Campus Goiabeiras,Vitória,petcultura@gmail.com,petcultura.blogspot.com/,Interdisciplinar,,2010,https://instagram.com/pet_cultura,,,https://www.youtube.com/channel/UCG8_NiqP7ZEZCxBOmTiHQrg, ES,,Federal University of Espírito Santo,https://en.wikipedia.org/wiki/Federal_University_of_Esp%C3%ADrito_Santo,Q10387830
PET Engenharia Mecânica,Universidade Federal de Uberlândia,Campus Santa Mônica,Santa_Mônica,petmecufu@gmail.com,www.pet.mecanica.ufu.br/,Engenharias,,1979,https://instagram.com/petmec.ufu,https://www.facebook.com/petmec.ufu,,https://www.youtube.com/PETMEC, MG,,Federal University of Uberlândia,https://en.wikipedia.org/wiki/Federal_University_of_Uberl%C3%A2ndia,Q5440489
PET Ciências Agrárias,"Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais",Campus Rio Pomba,Rio_Pomba,petcienciasagrariasrp@gmail.com,,Ciências Agrárias,,2010,https://instagram.com/pet.cienciasagrariasrp,,,, MG,,List of universities in Brazil by state,https://en.wikipedia.org/wiki/List_of_universities_in_Brazil_by_state,
PET Agronomia,Universidade Federal de Uberlândia,Campus Umuarama,Uberlândia,petagronomiaufu@gmail.com,,Ciências Agrárias,,1991,https://instagram.com/petagroufu,https://www.facebook.com/petagronomiaufu/,,https://www.youtube.com/user/PETAgroUFU, MG,www.pet.iciag.ufu.br/pet,Federal University of Uberlândia,https://en.wikipedia.org/wiki/Federal_University_of_Uberl%C3%A2ndia,Q5440489
PET Escola de Comunicação,Universidade Federal do Rio de Janeiro,Campus Praia Vermelha,Rio_de_Janeiro,pet@eco.ufrj.br,sites.google.com/eco.ufrj.br/petecoufrj,Ciências Sociais Aplicadas,Comunicação social,2012,https://instagram.com/petecoufrj,https://www.facebook.com/petecoufrj,https://twitter.com/petecoufrj,https://www.youtube.com/channel/UC9A6EyDMalG_gPFLYlCaa3g, RJ,,Federal University of Rio de Janeiro,https://en.wikipedia.org/wiki/Federal_University_of_Rio_de_Janeiro,Q586904
PET Matemática,Universidade Federal de Campina Grande,Campus Campina Grande,Campina_Grande,ufcgpetmatematica@gmail.com,www.dme.ufcg.edu.br/pet,Ciências Exatas e da Terra,,2009,https://instagram.com/petmatufcg,https://cenapet.org/grupos/177/www.facebook.com/petmatufcg,,https://www.youtube.com/channel/UCAQkcoeptINUJJQ2pnYEYiA, PB,,Federal University of Campina Grande,https://en.wikipedia.org/wiki/Federal_University_of_Campina_Grande,Q3848464
PET Letras,Universidade Federal de Roraima,Campus Paricarana,Paricarana,pet.letras@ufrr.br,,"Linguística, Letras e Arte",,2006,https://instagram.com/pet.letras_ufrr,https://facebook.com/PETLetrasUFRR/,,, RR,,Federal University of Roraima,https://en.wikipedia.org/wiki/Federal_University_of_Roraima,Q7894378
PET Administração,Universidade Federal do Amazonas,Campus Manaus,Manaus,petadm@ufam.edu.br,www.petadmufam.site/,Ciências Sociais Aplicadas,,1989,https://instagram.com/petadmufam,https://www.facebook.com/petadmufam/,,https://www.youtube.com/channel/UCx64PtI8XscxSr0h92uV2iw, AM,,Federal University of Amazonas,https://en.wikipedia.org/wiki/Federal_University_of_Amazonas,Q5440476
PET Pedagogia,Fundação Universidade Federal do Tocantins,Campus Palmas,Palmas,petpedagogia1@gmail.com,,Ciências Humanas,"Educação Infantil e Ensino Fundamental (anos iniciais): docência, gestão, política e legislação",2007,https://instagram.com/petpedpalmas,https://www.facebook.com/PETPedPalmas,,, TO,,Tocantins,https://en.wikipedia.org/wiki/Tocantins,
PET Conexões Urbanas,Universidade Federal do Amazonas,Campus Manaus,Manaus,conexoesurbano.pet@gmail.com,,Interdisciplinar,Ações afirmativas,2010,https://instagram.com/petconexoesurbanas,https://www.facebook.com/Petconexoesurbano,,, AM,,Federal University of Amazonas,https://en.wikipedia.org/wiki/Federal_University_of_Amazonas,Q5440476
PET Políticas Públicas,Universidade Federal Rural de Pernambuco,Campus Dois Irmãos,Recife,petpoliticaspublicas.ufrpe@gmail.com,,Interdisciplinar,Ações afirmativas para a juventude,2011,https://instagram.com/petpoliticaspublicas,,,, PE,www.preg.ufrpe.br/br/grupos-pet,Federal Rural University of Pernambuco,https://en.wikipedia.org/wiki/Federal_Rural_University_of_Pernambuco,Q7894368
PET Ecologia,Universidade Federal Rural de Pernambuco,Campus Dois Irmãos,Recife,petecologia.db@ufrpe.br,,Interdisciplinar,Ecologia e Conservação da Natureza,2010,https://instagram.com/ecologiapet,https://www.facebook.com/PetEcoUFRPE,,https://www.youtube.com/channel/UCykH3h8ixrfDN5JBDLj-KiA, PE,,Federal Rural University of Pernambuco,https://en.wikipedia.org/wiki/Federal_Rural_University_of_Pernambuco,Q7894368
PET História,Fundação Universidade Federal da Grande Dourados,Campus Unidade II,Dourados,pethistoriafch@ufgd.edu.br,petfch.blogspot.com,Ciências Humanas,Humanidades,2010,https://instagram.com/pethistoriaufgd,https://www.facebook.com/pethistufgd,,https://youtube.com/channel/UCOxfZ12rTVRVYQqvnHtatPw, MS,,Federal University of Rio de Janeiro,https://en.wikipedia.org/wiki/Federal_University_of_Rio_de_Janeiro,
PET Biologia,Universidade Federal do Maranhão,Campus São Luís,São_Luís,petbioufma@gmail.com,petbioufma.wordpress.com/inicio-2/,Ciências Biológicas,,1988,https://instagram.com/petbioufma,https://www.facebook.com/petbiologiaufma/,,https://youtube.com/channel/UCujE-2FmKSMtHSt11UVqojQ, MA,,Federal University of Maranhão,https://en.wikipedia.org/wiki/Federal_University_of_Maranh%C3%A3o,Q5440477
PET Farmácia,Universidade Federal de Mato Grosso do Sul,Campus Cidade Universitária,Campo_Grande,petfarmaciaufms@gmail.com,www.petfarmacia.ufms.br/,Ciências da Saúde,Uso Racional de Medicamentos,2007,https://instagram.com/petfarmaciaufms,https://www.facebook.com/petfarmaciaufms/,,https://www.youtube.com/channel/UC4F3VaLL94I_MIqr5_lXkYQ, MS,,Mato Grosso do Sul,https://en.wikipedia.org/wiki/Mato_Grosso_do_Sul,
PET Parasitologia,Universidade Federal de Pernambuco,Campus Reitor Joaquim Amazonas,Recife,petparasitologiaufpe.2@gmail.com,,Ciências da Saúde,área da saúde,2010,https://instagram.com/petparasitoufpe,https://www.facebook.com/petparasitologiaufpe,,https://cenapet.org/grupos/187/Petparasitologia, PE,,Federal University of Pernambuco,https://en.wikipedia.org/wiki/Federal_University_of_Pernambuco,Q2322256
PET Química,"Instituto Federal de Educação, Ciência e Tecnologia de Goiás",Campus Itumbiara,Itumbiara,petnetquimica@gmail.com,,Ciências Exatas e da Terra,,2013,https://instagram.com/petquimicaifg,,,https://www.youtube.com/channel/UCSoAZ-osnMLNd7Abu6mCgYA, GO,www.ifg.edu.br/itumbiara/campus/ensino/projetos-e-programas?showall=&start=2,Goiás,https://en.wikipedia.org/wiki/Goi%C3%A1s,
PET História,Universidade Federal de Santa Catarina,Campus Florianópolis,Florianópolis,pet.hst.ufsc@gmail.com,,Ciências Humanas,,1992,https://instagram.com/pethistoriaufsc,https://www.facebook.com/PetHistoriaUfsc/,,https://www.youtube.com/channel/UCUyTQXBvkpQT5c1mC_ykrFw?app=desktop&sub_confirmation=1, SC,,Federal University of Santa Catarina,https://en.wikipedia.org/wiki/Federal_University_of_Santa_Catarina,Q1851075
PET GAPE,Universidade Federal de Pelotas,Campus Pelotas,Pelotas,gapeclpd@gmail.com,petgape.wordpress.com,Interdisciplinar,Educação Popular,2008,https://instagram.com/petgape,https://www.facebook.com/petgapeufpel/,,https://www.youtube.com/channel/UCA2UeRXbtU3ljbBHR1pJ2jA, RS,,Federal University of Pelotas,https://en.wikipedia.org/wiki/Federal_University_of_Pelotas,Q7894376
PET Agronomia,Universidade Federal de Pelotas,Campus Capão do Leão,Capão_do_Leão,petufpelagronomia@gmail.com,petufpelagronomia.wixsite.com/petagro,Ciências Agrárias,,1964,https://instagram.com/petagroufpel,https://www.facebook.com/petagronomia.ufpel,,https://www.youtube.com/channel/UC2M_DWz-RH9x0gvnTqz6ghw, RS,wp.ufpel.edu.br/cec/pet/,Federal University of Pelotas,https://en.wikipedia.org/wiki/Federal_University_of_Pelotas,Q7894376
PET Computação UFPel,Universidade Federal de Pelotas,Campus Porto,Porto,pet@inf.ufpel.edu.br,wp.ufpel.edu.br/petcomp,Ciências Exatas e da Terra,,2009,https://instagram.com/computacao.ufpel,https://www.facebook.com/petcomputacaoufpel,,https://www.youtube.com/channel/UC8-0R3hgLNoQq8yisN9snDA, RS,,Federal University of Pelotas,https://en.wikipedia.org/wiki/Federal_University_of_Pelotas,Q7894376
PET Odontologia,Universidade Federal de Pelotas,Campus Pelotas,Pelotas,petodontologia2021@gmail.com,petodontoufpel.wixsite.com/petodontoufpel,Ciências da Saúde,,1992,https://instagram.com/petodontologiaufpel,https://facebook.com/petodontologiaufpel,,, RS,wp.ufpel.edu.br/cec/pet/,Federal University of Pelotas,https://en.wikipedia.org/wiki/Federal_University_of_Pelotas,Q7894376
PET Química,Universidade de São Paulo,Campus Ribeirão Preto,Ribeirão_Preto,petquimicarp@usp.br,,Ciências Exatas e da Terra,Meio ambiente e uso sustentável de recursos naturais,2006,https://instagram.com/petquimica_rp,https://www.facebook.com/petquimicausprp/,,https://www.youtube.com/c/PETQu%C3%ADmicaUSPRP, SP,,University of São Paulo,https://en.wikipedia.org/wiki/University_of_S%C3%A3o_Paulo,Q835960
PET Odontologia,Universidade Federal de Santa Maria,Campus Santa Maria,Santa_Maria,petodontologiaufsm@gmail.com,www.ufsm.br/pet/odontologia/,Ciências da Saúde,,2006,https://instagram.com/petodontoufsm,https://www.facebook.com/PetOdontologiaUfsm,,https://www.youtube.com/channel/UCnoGa70odr7OCIa6lMabTwA, RS,,Federal University of Santa Maria,https://en.wikipedia.org/wiki/Federal_University_of_Santa_Maria,Q3790133
PET Letras,Fundação Universidade Federal do Pampa,Campus Jaguarão,Jaguarão,petletrasjaguarao@gmail.com,petletrasjaguarao.wordpress.com,"Linguística, Letras e Arte",,2013,https://instagram.com/letraspet,https://www.facebook.com/petletrasjaguarao,,, RS,,List of universities in Brazil by state,https://en.wikipedia.org/wiki/List_of_universities_in_Brazil_by_state,
