Nome,Universidade,Campus,Cidade,Email,Site,Eixo,Temática,Ano de criação,Instagram,Facebook,Twitter,YouTube,Contato1,Estado,Site na instituição
PET Administração,Universidade Federal de Viçosa,Campus Viçosa,Viçosa ,gestao.petadmufv@gmail.com,www.petadm.ufv.br/,Ciências Sociais Aplicadas,,1988,https://instagram.com/pet.adm,https://www.facebook.com/pet.adm/,,,https://linkedin.com/company/pet-administra%C3%A7%C3%A3o-ufv, MG,arquivo.ufv.br/dad/petadm/index_arquivos/pet_administra%C3%A7%C3%A3o.htm
PET Ciência,Universidade Federal de Alfenas,Campus Poços de Caldas,Poços de Caldas ,petciencia@unifal-mg.edu.br,petciencia.blogspot.com/,Interdisciplinar,Divulgação Científica,2010,https://instagram.com/petciencia,https://www.facebook.com/unifal.petciencia,,https://www.youtube.com/c/PetCi%C3%AAncia/featured,https://www.linkedin.com/company/pet-ci%C3%AAncia/, MG,www.unifal-mg.edu.br/pocosdecaldas/pet/
PET Geografia,Universidade Federal Rural do Rio de Janeiro,Campus Nova Iguaçu,Nova Iguaçu ,petgeoufrrjim@gmail.com,geo-pet.blogspot.com/,Ciências Humanas,Cultura e Cidadania: diálogo de saberes no ensino de geografia,2010,https://instagram.com/petgeoufrrj_im,https://www.facebook.com/pet.geo.im.ufrrj/,,https://www.youtube.com/user/LeoViannaPensador/featured,https://linktr.ee/Petgeoufrrjim, RJ,r1.ufrrj.br/grupospetrural/pet-geografia/
PET Letras,Universidade Federal de Uberlândia,Campus Santa Mônica,Uberlândia ,petletufu@gmail.com,www.petletrasufu.weebly.com,"Linguística, Letras e Arte",,1994,https://instagram.com/petletrasufu,https://facebook.com/petletrasufu,,https://www.youtube.com/user/PETLetrasUFU,, MG,www.ileel.ufu.br/petletras
PET Mais Saúde,Universidade Federal de Uberlândia,Campus Pontal,Ituiutaba ,petmsaude@gmail.com,petmsaude.wixsite.com/petmsaude,Interdisciplinar,Conexões do Saberes: Populações do Campo,2010,https://instagram.com/petmaissaude,https://www.facebook.com/petmais.saude,,https://www.youtube.com/channel/UCeA7K1YB6y2rZv1WL8D_pfw,, MG,www.icenp.ufu.br/unidades/pet/pet-mais-saude
PET Engenharia Civil,Universidade Federal do Pará,Campus Belém,Belém ,petcivil.ufpa@gmail.com,petcivilufpa.wixsite.com/petcivil,Engenharias,,1991,https://instagram.com/petcivilufpa,https://www.facebook.com/petengenhariacivil.ufpa/,,,https://www.linkedin.com/company/pet-civil-ufpa, PA,pet.ufpa.br/
PET Farmácia,Universidade Federal da Paraíba,Campus João Pessoa,João Pessoa ,pet-farmacia@ccs.ufpb.br,,Ciências da Saúde,,1992,https://instagram.com/petfarmaciaufpb,https://www.facebook.com/petfarmacia.ufpb,,https://www.youtube.com/c/PETFarm%C3%A1ciaUFPB,, PB,plone.ufpb.br/petfarmacia
PET Odontologia,Universidade Federal do Ceará,Campus Porangabussu,Fortaleza ,petodontologiaufce@gmail.com,www.petodontologia.ufc.br/,Ciências da Saúde,,1988,https://instagram.com/petodontologia,,,https://www.youtube.com/channel/UC2afk0mQ8mUefqDPSI-Rqkw,, CE,
PET Produção,Universidade Federal de São Carlos,Campus São Carlos,São Carlos ,pet@dep.ufscar.br,www.pet.dep.ufscar.br/,Engenharias,,1991,https://instagram.com/petproducao,https://www.facebook.com/petproducao/,,https://www.youtube.com/user/petproducaoufscar,https://www.linkedin.com/company/petproducaoufscar/?viewAsMember=true, SP,
PET Conexões Cultura,Universidade Federal do Espírito Santo,Campus Goiabeiras,Vitória ,petcultura@gmail.com,petcultura.blogspot.com/,Interdisciplinar,,2010,https://instagram.com/pet_cultura,,,https://www.youtube.com/channel/UCG8_NiqP7ZEZCxBOmTiHQrg,, ES,
PET Engenharia Mecânica,Universidade Federal de Uberlândia,Campus Santa Mônica,Santa Mônica ,petmecufu@gmail.com,www.pet.mecanica.ufu.br/,Engenharias,,1979,https://instagram.com/petmec.ufu,https://www.facebook.com/petmec.ufu,,https://www.youtube.com/PETMEC,, MG,
PET Ciências Agrárias,"Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais",Campus Rio Pomba,Rio Pomba ,petcienciasagrariasrp@gmail.com,,Ciências Agrárias,,2010,https://instagram.com/pet.cienciasagrariasrp,,,,, MG,
PET Agronomia,Universidade Federal de Uberlândia,Campus Umuarama,Uberlândia ,petagronomiaufu@gmail.com,,Ciências Agrárias,,1991,https://instagram.com/petagroufu,https://www.facebook.com/petagronomiaufu/,,https://www.youtube.com/user/PETAgroUFU,, MG,www.pet.iciag.ufu.br/pet
PET Escola de Comunicação,Universidade Federal do Rio de Janeiro,Campus Praia Vermelha,Rio de Janeiro ,pet@eco.ufrj.br,sites.google.com/eco.ufrj.br/petecoufrj,Ciências Sociais Aplicadas,Comunicação social,2012,https://instagram.com/petecoufrj,https://www.facebook.com/petecoufrj,https://twitter.com/petecoufrj,https://www.youtube.com/channel/UC9A6EyDMalG_gPFLYlCaa3g,, RJ,
PET Matemática,Universidade Federal de Campina Grande,Campus Campina Grande,Campina Grande ,ufcgpetmatematica@gmail.com,www.dme.ufcg.edu.br/pet,Ciências Exatas e da Terra,,2009,https://instagram.com/petmatufcg,https://cenapet.org/grupos/177/www.facebook.com/petmatufcg,,https://www.youtube.com/channel/UCAQkcoeptINUJJQ2pnYEYiA,, PB,
PET Letras,Universidade Federal de Roraima,Campus Paricarana,Paricarana ,pet.letras@ufrr.br,,"Linguística, Letras e Arte",,2006,https://instagram.com/pet.letras_ufrr,https://facebook.com/PETLetrasUFRR/,,,, RR,
PET Administração,Universidade Federal do Amazonas,Campus Manaus,Manaus ,petadm@ufam.edu.br,www.petadmufam.site/,Ciências Sociais Aplicadas,,1989,https://instagram.com/petadmufam,https://www.facebook.com/petadmufam/,,https://www.youtube.com/channel/UCx64PtI8XscxSr0h92uV2iw,, AM,
PET Pedagogia,Fundação Universidade Federal do Tocantins,Campus Palmas,Palmas ,petpedagogia1@gmail.com,,Ciências Humanas,"Educação Infantil e Ensino Fundamental (anos iniciais): docência, gestão, política e legislação",2007,https://instagram.com/petpedpalmas,https://www.facebook.com/PETPedPalmas,,,, TO,
PET Conexões Urbanas,Universidade Federal do Amazonas,Campus Manaus,Manaus ,conexoesurbano.pet@gmail.com,,Interdisciplinar,Ações afirmativas,2010,https://instagram.com/petconexoesurbanas,https://www.facebook.com/Petconexoesurbano,,,, AM,
PET Políticas Públicas,Universidade Federal Rural de Pernambuco,Campus Dois Irmãos,Recife ,petpoliticaspublicas.ufrpe@gmail.com,,Interdisciplinar,Ações afirmativas para a juventude,2011,https://instagram.com/petpoliticaspublicas,,,,, PE,www.preg.ufrpe.br/br/grupos-pet
PET Ecologia,Universidade Federal Rural de Pernambuco,Campus Dois Irmãos,Recife ,petecologia.db@ufrpe.br,,Interdisciplinar,Ecologia e Conservação da Natureza,2010,https://instagram.com/ecologiapet,https://www.facebook.com/PetEcoUFRPE,,https://www.youtube.com/channel/UCykH3h8ixrfDN5JBDLj-KiA,, PE,
PET História,Fundação Universidade Federal da Grande Dourados,Campus Unidade II,Dourados ,pethistoriafch@ufgd.edu.br,petfch.blogspot.com,Ciências Humanas,Humanidades,2010,https://instagram.com/pethistoriaufgd,https://www.facebook.com/pethistufgd,,https://youtube.com/channel/UCOxfZ12rTVRVYQqvnHtatPw,, MS,
PET Biologia,Universidade Federal do Maranhão,Campus São Luís,São Luís ,petbioufma@gmail.com,petbioufma.wordpress.com/inicio-2/,Ciências Biológicas,,1988,https://instagram.com/petbioufma,https://www.facebook.com/petbiologiaufma/,,https://youtube.com/channel/UCujE-2FmKSMtHSt11UVqojQ,, MA,
PET Farmácia,Universidade Federal de Mato Grosso do Sul,Campus Cidade Universitária,Campo Grande ,petfarmaciaufms@gmail.com,www.petfarmacia.ufms.br/,Ciências da Saúde,Uso Racional de Medicamentos,2007,https://instagram.com/petfarmaciaufms,https://www.facebook.com/petfarmaciaufms/,,https://www.youtube.com/channel/UC4F3VaLL94I_MIqr5_lXkYQ,https://linktr.ee/PET_FarmaUFMS, MS,
PET Parasitologia,Universidade Federal de Pernambuco,Campus Reitor Joaquim Amazonas,Recife ,petparasitologiaufpe.2@gmail.com,,Ciências da Saúde,área da saúde,2010,https://instagram.com/petparasitoufpe,https://www.facebook.com/petparasitologiaufpe,,https://cenapet.org/grupos/187/Petparasitologia,, PE,
PET Química,"Instituto Federal de Educação, Ciência e Tecnologia de Goiás",Campus Itumbiara,Itumbiara ,petnetquimica@gmail.com,,Ciências Exatas e da Terra,,2013,https://instagram.com/petquimicaifg,,,https://www.youtube.com/channel/UCSoAZ-osnMLNd7Abu6mCgYA,, GO,www.ifg.edu.br/itumbiara/campus/ensino/projetos-e-programas?showall=&start=2
PET História,Universidade Federal de Santa Catarina,Campus Florianópolis,Florianópolis ,pet.hst.ufsc@gmail.com,,Ciências Humanas,,1992,https://instagram.com/pethistoriaufsc,https://www.facebook.com/PetHistoriaUfsc/,,https://www.youtube.com/channel/UCUyTQXBvkpQT5c1mC_ykrFw?app=desktop&sub_confirmation=1,, SC,
PET GAPE,Universidade Federal de Pelotas,Campus Pelotas,Pelotas ,gapeclpd@gmail.com,petgape.wordpress.com,Interdisciplinar,Educação Popular,2008,https://instagram.com/petgape,https://www.facebook.com/petgapeufpel/,,https://www.youtube.com/channel/UCA2UeRXbtU3ljbBHR1pJ2jA,, RS,
PET Agronomia,Universidade Federal de Pelotas,Campus Capão do Leão,Capão do Leão ,petufpelagronomia@gmail.com,petufpelagronomia.wixsite.com/petagro,Ciências Agrárias,,1964,https://instagram.com/petagroufpel,https://www.facebook.com/petagronomia.ufpel,,https://www.youtube.com/channel/UC2M_DWz-RH9x0gvnTqz6ghw,, RS,wp.ufpel.edu.br/cec/pet/
PET Computação UFPel,Universidade Federal de Pelotas,Campus Porto,Porto ,pet@inf.ufpel.edu.br,wp.ufpel.edu.br/petcomp,Ciências Exatas e da Terra,,2009,https://instagram.com/computacao.ufpel,https://www.facebook.com/petcomputacaoufpel,,https://www.youtube.com/channel/UC8-0R3hgLNoQq8yisN9snDA,, RS,
PET Odontologia,Universidade Federal de Pelotas,Campus Pelotas,Pelotas ,petodontologia2021@gmail.com,petodontoufpel.wixsite.com/petodontoufpel,Ciências da Saúde,,1992,https://instagram.com/petodontologiaufpel,https://facebook.com/petodontologiaufpel,,,, RS,wp.ufpel.edu.br/cec/pet/
PET Química,Universidade de São Paulo,Campus Ribeirão Preto,Ribeirão Preto ,petquimicarp@usp.br,,Ciências Exatas e da Terra,Meio ambiente e uso sustentável de recursos naturais,2006,https://instagram.com/petquimica_rp,https://www.facebook.com/petquimicausprp/,,https://www.youtube.com/c/PETQu%C3%ADmicaUSPRP,, SP,
PET Odontologia,Universidade Federal de Santa Maria,Campus Santa Maria,Santa Maria ,petodontologiaufsm@gmail.com,www.ufsm.br/pet/odontologia/,Ciências da Saúde,,2006,https://instagram.com/petodontoufsm,https://www.facebook.com/PetOdontologiaUfsm,,https://www.youtube.com/channel/UCnoGa70odr7OCIa6lMabTwA,, RS,
PET Letras,Fundação Universidade Federal do Pampa,Campus Jaguarão,Jaguarão ,petletrasjaguarao@gmail.com,petletrasjaguarao.wordpress.com,"Linguística, Letras e Arte",,2013,https://instagram.com/letraspet,https://www.facebook.com/petletrasjaguarao,,,, RS,
PET Geologia,Universidade Federal do Paraná,Campus Centro Politécnico,Curitiba ,petgeo.ufpr@gmail.com,petgeoufpr.wixsite.com/petgeologia,Ciências Exatas e da Terra,,1992,https://instagram.com/petgeologiaufpr,https://www.facebook.com/PETGeologiaUFPR,,https://www.youtube.com/channel/UCN5pqYcdkHSrxxKlgmG18kQ,, PR,
PET Fronteiras: Saberes e Práticas Populares,Universidade Federal de Pelotas,Campus Pelotas,Pelotas ,petfronteirasufpel@gmail.com,pet-saberes-e-praticas-populares1.webnode.com/,Interdisciplinar,Saberes e Práticas Populares,2012,https://instagram.com/pet_fronteiras,https://facebook.com/petfronteirassaberesepraticaspopulares/,,,https://linktr.ee/petfronteirasUFPel, RS,
PET Pedagogia,Universidade Estadual de Maringá,Campus Sede,Maringá ,petpedagogiauem0@gmail.com,pet-pedagogiauem.blogspot.com/,Ciências Humanas,,1996,https://instagram.com/petpedagogia.uem,https://www.facebook.com/PetPedagogia,,https://www.youtube.com/channel/UCG1QLN1l1v-w5auDAd5HoJg,, PR,www.dtp.uem.br/projetos-programas/pet-pedagogia
PET Ciências,Universidade Federal da Fronteira Sul,Campus Cerro Largo,Cerro Largo ,petcienciasuffs@gmail.com,petciencias.blogspot.com/,Interdisciplinar,Meio Ambiente e Formação e Professores - Ciências,2010,https://instagram.com/pet_ciencias,https://www.facebook.com/PetCiencias,,,, SC,www.uffs.edu.br/institucional/pro-reitorias/graduacao/programas/pet
PET Ciência da Computação,Universidade Federal de Mato Grosso do Sul,Campus Cidade Universitária,Campo Grande ,petcomputacao@facom.ufms.br,,Ciências Exatas e da Terra,,2009,https://instagram.com/petcomputacaoufms,,,,, MS,
PET Estratégias para Diminuir a Retenção e a Evasão,Universidade Federal Dos Vales do Jequitinhonha e Mucuri,Campus JK - Diamantina,JK ,flaviana.tavares@ict.ufvjm.edu.br,site.ufvjm.edu.br/petestrategias/,Interdisciplinar,Retenção e Evasão,2009,https://instagram.com/petestrategias.ufvjm,https://www.facebook.com/petestrategias,,https://www.youtube.com/channel/UC-jEvLUGw5sw4FxvRXWDIsA,, MG,www.ufvjm.edu.br/
PET Matemática,Universidade Federal do Amazonas,Campus Manaus,Manaus ,petmatematica2018@gmail.com,pet-mat-ufam.blogspot.com/,Ciências Exatas e da Terra,,2012,https://instagram.com/pet.mat.ufam,https://www.facebook.com/people/PET-Matem%C3%A1tica-UFAM/100063983024413/,,https://www.youtube.com/channel/UCWYhtP72a9lXyB5A80NgaJw,https://www.instagram.com/pet.mat.ufam/, AM,
PET Participação e Controle Social em Saúde,Universidade Federal do Rio Grande do Sul,Campus Centro,Porto Alegre ,petconexoespcss@gmail.com,,Ciências da Saúde,Participação e Controle Social em Saúde,2010,https://instagram.com/petconexoesemsaude,https://www.facebook.com/petconexoesemsaude/,,https://www.youtube.com/channel/UCHUFznL27kT4WXLq1DlWS9w,, RS,
PET Conexões de Saberes Políticas Públicas de Juventude,Universidade Federal do Rio Grande do Sul,Campus Centro,Porto Alegre ,petconexoesppj@gmail.com,,Ciências Humanas,Políticas Públicas de Juventude e Ações Afirmativas,2010,https://instagram.com/petconexoesppj,https://www.facebook.com/petconexoesppj/,,,, RS,
PET Enfermagem,Pontifícia Universidade Católica de Campinas,Campus II,Campinas ,petenfermagem96@gmail.com,,Ciências da Saúde,,1996,https://instagram.com/petenfermagempuc,https://facebook.com/petenfermagempuc/,,https://www.youtube.com/channel/UC0u5xVAU272_taHdUjNETsA,, SP,www.puc-campinas.edu.br/prograd/pet-programa-de-educacao-tutorial/
PET Agronomia,Universidade Federal de Minas Gerais,Campus Montes Claros,Montes Claros ,agropetufmg@gmail.com,,Ciências Agrárias,,2001,https://instagram.com/petagronomiaufmg,,,,, MG,www.ica.ufmg.br/?pet=pet-agronomia
PET Bacharelado em Estatística,Universidade Federal de São Carlos,Campus São Carlos,São Carlos ,petestatufscar@gmail.com,petestatisticaufscar.wordpress.com/,Ciências Exatas e da Terra,,2006,https://instagram.com/petestat.ufscar,https://www.facebook.com/petestufscar,,,, SP,
PET Farmácia,Universidade Federal do Paraná,Campus Jardim Botânico,Jardim Botânico ,petfarmaciaufpr@gmail.com,petfarmacia.ufpr.br/,Ciências da Saúde,,1992,https://instagram.com/petfarmaciaufpr,https://facebook.com/grupopetfarmaciaufpr,,https://www.youtube.com/channel/UC3FziLcX4TB8WZkX1XoLC2Q,, PR,
PET Química,Universidade Federal do Ceará,Campus Pici,Fortaleza ,petquim.ufc@gmail.com,www.petquimica.ufc.br,Ciências Exatas e da Terra,,1988,https://instagram.com/petquimicaufc,https://www.facebook.com/PETQuimica,,https://youtube.com/channel/UCtIL87zuNz705kIHZ8TuDKA,, CE,
PET Ciências Biológicas,Universidade Estadual Paulista Júlio de Mesquita Filho,Campus Botucatu,Botucatu ,petcbb@gmail.com,www3.ibb.unesp.br/petcbb/,Ciências Biológicas,,2012,https://instagram.com/petcbb,https://www.facebook.com/petcbbunesp/,,https://www.youtube.com/channel/UCBpdKWJM8K5rV7f5xRnbreg,, SP,
PET Conexões de Saberes: Comunidades Indígenas,Universidade Federal do Acre,Campus Rio Branco,Rio Branco ,pet.conexind@ufac.br,www.petcomunidadesindigenasufac.org/,Interdisciplinar,Saberes indígenas - Saberes acadêmicos,2010,,https://facebook.com/petcomunidadesindigenasufac,,,, AC,
PET Computação,Universidade Federal do Rio Grande do Sul,Campus Vale,Porto Alegre ,pet@inf.ufrgs.br,www.inf.ufrgs.br/pet/projetos/,Ciências Exatas e da Terra,,1988,https://instagram.com/petcompufrgs,https://www.facebook.com/PETCompUFRGS,https://twitter.com/PetCompUfrgs,https://www.youtube.com/user/PetCompUfrgs,https://www.linkedin.com/company/petcompufrgs/, RS,www.inf.ufrgs.br/pet
PET Educação - Conexão de Saberes,Universidade Federal de Sergipe,Campus Itabaiana,Itabaiana ,pet_educacao@academico.ufs.br,peteduca.com.br/,Ciências Humanas,,2009,https://instagram.com/pet.educacao,https://www.facebook.com/petconexaosaberes,,https://www.youtube.com/channel/UCLpsR4snHC93M9P6lNPA0yQ,, SE,
PET Engenharia Química,Universidade Federal de Uberlândia,Campus Santa Mônica,Uberlândia ,ufupeteq@gmail.com,petequfu.com.br/,Engenharias,,1991,https://instagram.com/ufupeteq,https://www.facebook.com/PetEngenhariaQuimica,,https://www.youtube.com/channel/UCXpy-cYsMUSCCa1JHz8fflg,https://www.linkedin.com/in/ufupeteq/, MG,www.feq.ufu.br/unidades/pet/pet-do-curso-de-graduacao-em-engenharia-quimica
PET Física,Universidade Federal do Amazonas,Campus Manaus,Manaus ,petfisica@ufam.edu.br,pet-fisica-ufam.blogspot.com/,Ciências Exatas e da Terra,Física,1991,https://instagram.com/petfisicaufam,https://www.facebook.com/PETFisicaUFAM/,,https://www.youtube.com/channel/UCZ1bAOs1fzIukAe5F4HRr2w,, AM,
PET Química,Universidade Estadual de Ponta Grossa,Campus Ponta Grossa,Ponta Grossa ,petquimica@uepg.br,,Ciências Exatas e da Terra,,2007,https://instagram.com/petquimicauepg,https://facebook.com/PETQuimicaUEPG/,,https://www.youtube.com/channel/UC1CHw18l8R7W4q7yp_iH9Kw,https://linktr.ee/petquimicauepg, PR,www2.uepg.br/pet-quimica/
PET Conexões de Saberes Educomunicação,Universidade Federal de Uberlândia,Campus Santa Mônica,Uberlândia ,petcnxed@gmail.com,www.peteducom.com.br/,Ciências Humanas,EDUCOMUNICAÇÃO,2010,https://instagram.com/petcnxed,https://www.facebook.com/PetCnxEducomunicacao,,https://cenapet.org/grupos/219/PET%20Conex%C3%B5es%20de%20Saberes%20Educomunica%C3%A7%C3%A3o,, MG,
PET Pesquisa e Extensão em Espaços Sóciopedagógicos,Universidade Federal do Maranhão,Campus São Luís,São Luís ,e.petconexoes@gmail.com,,Interdisciplinar,,2010,https://instagram.com/petespufma,,,,, MA,
PET Conexões de Saberes: Cenários de Práticas e Estágios Curriculares Noturnos,Universidade Federal do Rio Grande do Sul,Campus Centro,Porto Alegre ,petsaudenoturno.ufrgs@gmail.com,,Ciências da Saúde,Cenários de Práticas e Estágios Curriculares Noturnos,2010,https://instagram.com/petsaudenoturno,https://www.facebook.com/Pet-Cen%C3%A1rios-de-Pr%C3%A1ticas-e-de-Est%C3%A1gios-Curriculares-Noturnos-UFRGS-1713390695558325/,,,https://linktr.ee/petsaudenoturno, RS,
PET Farmácia,Universidade Estadual Paulista Júlio de Mesquita Filho,Campus Araraquara,Araraquara ,farmaciapet.unesp@gmail.com,,Ciências da Saúde,,1994,https://instagram.com/petfarmaciaunesp,https://www.facebook.com/petfarmaciaunesp,,https://www.youtube.com/channel/UCdtxJUvMetFYKaVm5kmNOBg,, SP,www2.fcfar.unesp.br/#!/graduacao/grupos-pets/
"PET Ciência, Tecnologia e Inovação",Fundação Universidade Federal do Abc,Campus Santo André,Santo André ,contato.pet.cti.ufabc@gmail.com,,Interdisciplinar,,2010,https://instagram.com/pet.cti.ufabc,https://www.facebook.com/pet.cti.ufabc/,,https://www.youtube.com/c/PETCTIUFABC,https://www.linkedin.com/company/pet-cti-ufabc/, SP,prograd.ufabc.edu.br/pet
PET Geografia,Universidade Estadual Paulista Júlio de Mesquita Filho,Campus Rio Claro,Rio Claro ,petgeorc@gmail.com,,Ciências Humanas,,1994,https://instagram.com/petgeografiarc,https://www.facebook.com/petgeografia,,https://www.youtube.com/channel/UCKgxmz9OxK6jTZl1ZkCc24w,, SP,
PET Engenharia Civil,Universidade Federal do Rio Grande,Campus Carreiros,Carreiros ,petcivil.furg@gmail.com,petcivil.furg.br/,Engenharias,,1994,https://instagram.com/petcivilfurg,https://www.facebook.com/petcivilfurg/,,https://www.youtube.com/channel/UC4BF7JvRdm2VaCt1Zhos9_A,, RS,ee.furg.br/23-uncategorized/44-pet-civil
PET Agronomia,Universidade Federal do Amazonas,Campus Manaus,Manaus ,petagronomia@ufam.edu.br,,Ciências Agrárias,,2012,https://instagram.com/petagronomia.ufam,,,https://www.youtube.com/channel/UCdCYKSLG9itP_mM5NqC2Vkw,, AM,
PET Intervenção Socioambiental em Uruçuí-Una,Universidade Federal do Piauí,Campus Bom Jesus,Bom Jesus ,pet5bj@gmail.com,urucuiuna.blogspot.com/,Interdisciplinar,,2010,https://instagram.com/pet5bj,https://facebook.com/pet5bj/,,https://www.youtube.com/channel/UCfMUBg4cCQrtUUz6FjBQEsw,, PI,
PET Música,Universidade Estadual Paulista Júlio de Mesquita Filho,Campus São Paulo,São Paulo ,petmusica.ia@unesp.br,petmusica.wordpress.com,"Linguística, Letras e Arte",,1996,https://instagram.com/petmusicaunesp,https://www.facebook.com/petmusica,,https://www.youtube.com/user/petmusica,, SP,www.ia.unesp.br/#!/ensino/graduacao/grupos-pets/
PET Agronomia,Universidade Estadual Paulista Júlio de Mesquita Filho,Campus Botucatu,Botucatu ,agronomiapet@gmail.com,sites.google.com/view/pet-agronomia-unesp-botucatutu/p%C3%A1gina-inicial,Ciências Agrárias,,1995,https://instagram.com/petagrobotucatu,https://www.facebook.com/fcapetagronomia,,,, SP,www.fca.unesp.br/#!/petagronomia
PET Geografia,Universidade do Estado do Rio de Janeiro,Campus Maracanã - Francisco Negrão de Lima,Rio de Janeiro ,petuerjgeografia@gmail.com,petgeografiauerj.wixsite.com/petgeografiauerj,Ciências Humanas,,1991,https://instagram.com/petgeouerj,https://www.facebook.com/watch/PetGeoUerj/,,https://www.youtube.com/channel/UC4pF5m8oxaWrwnQZDZiWF7w,, RJ,sites.google.com/site/petsr1uerj/geografia
PET Geografia,Universidade Federal do Acre,Campus Rio Branco,Rio Branco ,pet.geografia@ufac.br,petgeoufac.com/,Ciências Humanas,,2009,https://instagram.com/petgeografia2019ufac,https://www.facebook.com/paginapetgeoufac,https://twitter.com/petgeoufac,https://www.youtube.com/channel/UCiyGqdjtlG3Yikcfte8Bulg,, AC,
PET Geologia,Universidade Federal de Mato Grosso,Campus Cuiabá,Cuiabá ,pet.geologia@ufmt.br,petgeologiaufmt.com,Ciências Exatas e da Terra,,1995,https://instagram.com/petgeologiaufmt,https://www.facebook.com/petgeologiaufmt/,,,, MT,www.ufmt.br/unidade/fageo/pagina/pet-geologia/3547
PET Geologia,Universidade Federal do Amazonas,Campus Manaus,Manaus ,petgeologia@ufam.edu.br,petgeologiaufam.com,Ciências Exatas e da Terra,,2012,https://instagram.com/petgeologiaufam,https://www.facebook.com/petgeologiaufam,,https://www.youtube.com/channel/UCn_B3Y62ZCxMS80Ws-wbdtw,, AM,
PET Serviço Social,Universidade do Estado do Rio de Janeiro,Campus Maracanã - Francisco Negrão de Lima,Rio de Janeiro ,petservicosocial.uerj@gmail.com,,Ciências Sociais Aplicadas,,2006,https://instagram.com/petservicosocial.uerj,https://www.facebook.com/petservicosocialuerj/,,https://www.youtube.com/watch?v=7ulXSrqnlg4,, RJ,
PET Física,Universidade de Brasília,Campus Darcy Ribeiro,Darcy Ribeiro ,petfisicaunb@gmail.com,www.pet.if.unb.br/,Ciências Exatas e da Terra,,2009,https://instagram.com/fisicapet,https://www.facebook.com/PETFisicaUnB/,https://twitter.com/PETFisicaUnB,https://www.youtube.com/channel/UCCt5JqYPctoMxXhW0xoJShw,https://open.spotify.com/show/4NvsQ7J3cRxQvFjnF9bJCn, DF,
PET Engenharia de Alimentos,Universidade Federal do Rio Grande do Sul,Campus Vale,Porto Alegre ,petengenhariadealimentosufrgs@gmail.com,,Engenharias,,2010,https://instagram.com/petufrgsalimentos,https://www.facebook.com/petealimentos,,https://www.youtube.com/channel/UCdPu_MQgyubQGTEkBtQYgIA,, RS,www.ufrgs.br/icta/index.php/graduacao/pet/
PET Biotecnologia,Universidade Federal do Agreste de Pernambuco,Campus Garanhuns (UAG),Garanhuns ,petbiotecnologia@ufape.edu.br,petbiotec1.wixsite.com/petbiotec,Ciências Agrárias,Biotecnologia,2010,https://instagram.com/petbiotecufape,https://www.facebook.com/petbiotecnologiaufape/,,,, PE,
GET Engenharia Mecânica,Universidade Federal de Juiz de Fora,Campus Juiz de Fora,Juiz de Fora ,get.mecanica@engenharia.ufjf.br,,Engenharias,,2018,https://instagram.com/getmecufjf,https://facebook.com/GETMecUFJF/,,https://bit.ly/YoutubeGETMecUFJF,https://www.linkedin.com/company/getmecanicaufjf/?viewAsMember=true, MG,
PET Engenharia de Pesca,Universidade Federal Rural de Pernambuco,Campus Serra Talhada,Serra Talhada ,petpescauast@ufrpe.br,petpescauast.wordpress.com/,Ciências Agrárias,,2012,https://instagram.com/petpescauast,https://www.facebook.com/PETpesca,,https://www.youtube.com/channel/UCjzgr72YHd92uaKW2QTVghA,, PE,www.preg.ufrpe.br/br/grupos-pet
PET Física,Universidade Estadual de Londrina,Campus Londrina,Londrina ,petfisica@uel.br,,Ciências Exatas e da Terra,,1991,https://instagram.com/petfisicauel,https://facebook.com/uel.petfisica/,,https://www.youtube.com/channel/UCIYogtmqDhbBLyJhr-wThpQ,https://www.instagram.com/petfisicauel/, PR,
PET Agro,Universidade Estadual Paulista Júlio de Mesquita Filho,Campus Registro,Registro ,petagroregistro@hotmail.com,,Ciências Agrárias,,2012,https://instagram.com/petagroregistro,https://www.facebook.com/petagroregistro,,https://www.youtube.com/channel/UCKUBlPW_AizEftY5fuiQVRg,, SP,www.registro.unesp.br/#!/ensino/graduacao/grupo-pet/
PET Saúde da Criança,Universidade Federal de São Paulo,Campus Baixada Santista,Baixada Santista ,petsaudedacrianca2011@gmail.com,,Ciências da Saúde,Saúde da Criança,2011,https://instagram.com/petsaudecrianca,https://www.facebook.com/petsaudedacrianca/,,,, SP,
PET Bacharelado em Engenharia Elétrica,Fundação Universidade Federal do Tocantins,Campus Palmas,Palmas ,petengenhariaeletricauft@mail.uft.edu.br,,Engenharias,,2010,https://instagram.com/peteletricauft,https://www.facebook.com/peteletricauft,,https://www.youtube.com/channel/UCTRSediIylh02LDiVU-nqYw,, TO,ww2.uft.edu.br/index.php/prograd/programas-especiais-em-educacao/pet
PET Enfermagem,Universidade Federal de Santa Maria,Campus Santa Maria,Santa Maria ,petenfermagemufsm2013@gmail.com,,Ciências da Saúde,,2007,https://instagram.com/petenfermagemufsm,https://www.facebook.com/petenf.ufsm,,https://www.youtube.com/channel/UCSS8DSiplzy7rfVRPIlajQQ,, RS,www.ufsm.br/pet/enfermagem/
